目录名称,新目录,歌曲目录名称,歌曲名称,PP值-容易,PP值-通常,PP值-困难,PP值-专家,PP值-噩梦,难度-容易,难度-通常,难度-困难,难度-专家,难度-噩梦,hash
萌新曲,,5fc (Waiting For Love - rocket),Waiting For Love - Avicii[Rocket],48.957,70.095,0,0,,1.1,1.54,0,0,,4B7CDFCF558F66ACC4B7A506C2DD50FBD9A76354
萌新曲,,6021 (Guinea Pig Bridge - ExtraCheesy),Guinea Pig Bridge - Parry Gripp[ExtraCheesy],,,30.398,56.741,72.812,,,0.65,1.23,1.61,5F73283FCC93BA018A93C3714811E26E4F751CBB
萌新曲,,608 (Death to Disco - freeek),Death to Disco - by Freeek[Kevin MacLeod],52.504,53.601,0,77.987,,1.13,1.18,0,2.03,,5275DD35A4098B6CD9FBD45CB79A0D314A3A1D07
萌新曲,,61c (BTH 3 - Stay Awake - mars),BTH 3 - Stay Awake - (Charted by M.Rappold)[Ellie Goulding (kors k Hardcore Bootleg)],,,,102.663,,,,,2.24,,BA7C94243BF8F07799E95E09B4A4C26598C1892C
萌新曲,,620 (BTH 3 - Firestorm - mars),BTH 3 - Firestorm - (Charted by M.Rappold)[ETIA.],,,,,132.51,,,,,2.97,89BEC7DB9DF79519652BE2E63C3C40A35FD27205
萌新曲,,623 (Dirty Vibe - tigerdragonb),"Dirty Vibe - with Diplo, CL, & G-Dragon[Skrillex]",,,71.188,102.474,0,,,1.56,2.25,0,6A73AB2DB10559C3581D941CEF3DE0CC155C0394
萌新曲,,62c9 (Great Distance - Uninstaller),Great Distance - ryo (supercell)[Uninstaller],,73.222,112.503,205.639,295.686,,1.58,2.45,4.49,6.63,EA08458FFE4336A205E1CBAE539183E697845358
萌新曲,,636 (Burn - bennydabeast),Burn - Ellie Goulding[BennyDaBeast],0,,0,108.088,,0,,1.8,2.37,,9D31D3AAB3D58AB540DF63CAED06D62FF1CFEFDD
萌新曲,,640 (RIGHT ON TIME - digiracko),RIGHT ON TIME - from GF and DM[Robbie Danzie],49.919,64.062,0,0,,1.07,1.38,0,0,,5C02D26B30E413CAFE1B80CD57F8061FFFD2CEC2
萌新曲,,65 (Awe - rustic),Awe - prototyperaptor[Rustic],,37.83,65.712,112.625,,,0.81,1.42,2.47,,F16443DE4216FC5F9435F103D77A6919423EDB8A
萌新曲,,653 (Get Down - nut3z),Get Down - BJJ[Nut3z],,57.217,82.149,103.168,,,1.24,1.83,2.33,,BE2F9049C1AF90024D84E45A253BD93CCF61F1D9
萌新曲,,656 (Arcana - caeden117),Arcana - Xtrullor[Caeden117],,,46.861,,,,,1.02,,,CECC5757FD4ABEA631113C672EC5FBBF9F686457
萌新曲,,65d (Rocket League x Monstercat - Glide - drb),Rocket League x Monstercat - Glide - Stephen Walking[drb],,,89.768,0,,,,1.96,0,,E6FA1144CB626539E95AFD50243F6DF4493B5631
萌新曲,,687 (Death by Glamour - todokete),Death by Glamour - by Toby Fox[Todokete],,53.151,0,0,0,,1.16,0,0,0,7A606DD1A2BA28A9A371ABCABB68CEE8C00FB749
萌新曲,,6888 (The Glory Days - Kikis & Uninstaller),The Glory Days - Tia[Kikis & Uninstaller],,,93.777,152.144,,,,2.04,3.31,,A6CCABB105D0F2C24FE9F1DD6E4445782BC55616
萌新曲,,68bb (FREEDOM DiVE - Dack),FREEDOM DiVE - xi[Dack],,,98.688,130.748,189.649,,,2.14,2.84,4.16,F1591BF3F2D821A48BB86214C9DA47D8CFF24046
萌新曲,,699f (Yasashisa no Riyuu (TV Size) - Ab & Trolav),Yasashisa no Riyuu (TV Size) - ChouCho[Ab & Trolav],,45.358,61.113,101.065,,,0.98,1.32,2.2,,72705375D53EE75171CD96DE7E5264A3BE8A6D5A
萌新曲,,69de (Jakarta PROGRESSION - Skeelie),Jakarta PROGRESSION - KURORAK[Skeelie],,52.983,79.424,116.973,246.798,,1.14,1.72,2.54,5.45,0F1467CF627A9B8CCA54985FFE95670CC39201BE
萌新曲,,6aa (Haru yo Koi - g3no),Haru yo Koi - Yumi Matsutoya[G3No],,,,76.188,,,,,1.81,,A3B58689284AB91AF4B79E8E9A0BE8C0D35DCC51
萌新曲,,6b34 (Ai no Sukima (Short Ver.) - Hoppaw),Ai no Sukima (Short Ver.) - MIMI feat. Hatsune Miku[Hoppaw],59.282,91.207,106.663,134.668,157.429,1.28,1.98,2.32,2.97,3.5,E615A3E48405EC6B4304FF252460C33E9B5FDA9D
萌新曲,,6b5 (The Diary of Jane - mikehpoo),The Diary of Jane - [Breaking Benjamin],,,96.226,0,0,,,2.09,0,0,B7ACEF552681AB7221043B665D2EB92FDB72E7D6
萌新曲,,"6b8c (MAYDAY - Oddloop, RedMagi & AaltopahWi)","MAYDAY - TheFatRat[Oddloop, RedMagi & AaltopahWi]",36.938,54.074,70.96,99.351,239.811,0.8,1.16,1.53,2.17,5.3,58E760690FFB379864D76B06505F4056E84FBE84
萌新曲,,6c (Overtime - orangew),Overtime - OrangeW[Cash Cash],,,,77.429,,,,,1.69,,5575BBA243BFFD83201C3493951D2D50D1ADB300
萌新曲,,6f0a (Monophobia - Halcyon12),Monophobia - deadmau5[Halcyon12],,,88.446,164.297,,,,1.91,3.59,,49A92622AE19F0C317001476E8805F6234B6378C
萌新曲,,6fc (The Legend of Zelda Theme - demicross),The Legend of Zelda Theme - Zedd Remix[Demicross],,,87.245,,,,,1.83,,,E8B113C06700A9342E7EEAFD805B26F66458C23F
萌新曲,,70d7 (Chocolate Planet - Mystikmol),Chocolate Planet - Freezer ft. Kiichigo[Mystikmol],37.134,,74.192,154.483,0,0.8,,1.6,3.39,0,176E1549CC6AA8CE28517676C0894F7C16308ED5
萌新曲,,712e (Haruka Kanata - Uninstaller),Haruka Kanata - ASIAN KUNG-FU GENERATION[Uninstaller],,,85.147,172.47,214.201,,,1.84,3.78,4.74,E4920174BBEF9E571750F10E99133811D74ABF72
萌新曲,,71e5 (Moudoku ga Osou - Tootie),Moudoku ga Osou - Hifumi[Tootie],,,,,204.607,,,,,4.47,58EB1C803030D10EE71E91D4FE6C966B09AC341C
萌新曲,,722f (Small Shock - Venclaire),Small Shock - Toby Fox[Venclaire],1.499,,,,,0.03,,,,,6D24C4477B498830E78E2F9B4DBD9AB97642B3E7
萌新曲,,728 (Cotton Eyed Joe - ayewyn),Cotton Eyed Joe - Rednex[Ayewyn],50.11,64.966,0,0,,1.08,1.41,0,0,,CE42EA216F58F72DBAF0F18E99C8B1E636E8C126
萌新曲,,72f3 (sans. - Souk),sans. - Toby Fox[Souk],,,,75.513,,,,,1.65,,1B0E538ED914F54F00374AF0A876DEA67D366114
萌新曲,,732e (Distortion - altrewin),Distortion - BABYMETAL[altrewin],,147.33,201.946,321.367,372.017,,3.21,4.4,7.08,8.3,1F2453197F1537DEAD709B6DD0DCB74CAD9B6BE4
萌新曲,,73b (PSVR Announcement Song - hudzell),PSVR Announcement Song - E3 2018[Jaroslav Beck],,,,37.639,,,,,0.82,,F71A3E96D3FA3675EB16BE368EE984395AD910FB
萌新曲,,743 (EC1-Everything Goes - rustic),EC1-Everything Goes - R3SPAWN[Rustic],,,71.734,116.921,,,,1.54,2.55,,8E6FD170583FD5C0FBE86C1C811F2400D7C3D8F9
萌新曲,,744 (EC1-Haunted - rustic),EC1-Haunted - Slips & Slurs[Rustic],,,56.77,100.618,,,,1.23,2.2,,D56898547D40BAFDF348492376F68C084674F118
萌新曲,,746 (EC1-Summer - rustic),EC1-Summer - Modestep[Rustic],,,80.567,0,,,,1.75,0,,7E9057B04FE1206194ABDA12C6039BEE46A86736
萌新曲,,74a (EC1-I'm on Fire - rustic),EC1-I'm on Fire - Approaching Nirvana[Rustic],,,61.108,101.286,,,,1.32,2.2,,9EF601A1454766347491D4E1DF8C9F50ED94BAEC
萌新曲,,74d (Magika - ibangarang),Magika - [Thomas Bergersen],,,63.352,0,,,,1.39,0,,634B02591DE26875948B70BDC502F74C71C2EF35
萌新曲,,75a (Snow Halation - todokete),Snow Halation - by Muse[Todokete],,55.73,75.358,101.328,,,1.2,1.64,2.24,,AFF9AEDB62CC789EF43AFB5B69DD9310907970D6
萌新曲,,76a (Pandora - ibangarang),Pandora - [MDK],,,57.026,0,,,,1.24,0,,00CCD52A38D10E367D78402270182EBD21D43F85
萌新曲,,76c2 (It's Raining Somewhere Else - Skeelie),It's Raining Somewhere Else - Toby Fox[Skeelie],47.944,64.631,86.34,,,1.03,1.4,1.89,,,4F0EF62B9460D5D41BF235CA7ABF49A1140C9BAE
萌新曲,,76f5 (Hakke & Zage - Interz),Hakke & Zage - Gabber Piet[Interz],,,,194.009,265.85,,,,4.25,5.88,203819C121D010276D910FD2793F3DAD26ACD5DD
萌新曲,,7829 (psychology - Scrappy),psychology - Adust Rain[Scrappy],,,206.214,328.27,443.181,,,4.5,7.24,9.98,B506526ABA9AE3BC8C6DE045326D4F083607776B
萌新曲,,788 (Final Dream - saladserver),Final Dream - (feat. Omri Loved Cela)[Jay Tholen],,,99.186,,,,,2.14,,,EF5917D63EC08BEE22E45602F70FE86FFD6F7A90
萌新曲,,78ca (tinnitus - Souk & Oddloop),tinnitus - SP-#[Souk & Oddloop],0,,158.531,371.628,441.861,0,,3.43,8.3,10.37,9F783CE7F810062852795F4CBDF8335245FD044A
萌新曲,,78e (Numb - downycat),Numb - Linkin Park[DownyCat],,43.499,85.988,118.112,,,0.93,1.86,2.59,,2E6F858088C6D67E930E1BB357BD7455101B6626
萌新曲,,793 (Hyper Drive - rustic),"Hyper Drive - Jaroslav Beck, Generdyn[Rustic]",,29.875,42.456,62.783,,,0.64,0.91,1.36,,49246D2574CA91C5134D51DE8484581AB44EF07E
萌新曲,,79b6 (On My MiND - Uninstaller),On My MiND - Mrs. GREEN APPLE[Uninstaller],0,,,120.356,316.757,0,,,2.61,7.09,359B91BC4F763E330DCA3812E072944C1D34DC76
萌新曲,,7a6 (Gas Mask - rustic),Gas Mask - Generdyn[Rustic],,7.486,22.451,31.411,,,0.16,0.48,0.68,,8B53010B2F6656C5BE03C110724703763CC3CB03
萌新曲,,7b30 (Tsurupettan - Kival Evan),Tsurupettan - Silver Forest[Kival Evan],55.456,82.655,136.305,165.859,241.748,1.19,1.79,2.96,3.64,5.33,3751C4E80EA591856BE52EBCA2A9F654B0888D2A
萌新曲,,7b61 (Reach The Core - Khenab),Reach The Core - Khenab[Khenab],,,111.823,158.506,334.478,,,2.42,3.45,7.42,A621C1612B7201E67813839CE636E50D276B4816
萌新曲,,7bc4 (Bass Music - Skeelie),Bass Music - Umziky[Skeelie],,73.07,106.672,173.975,237.755,,1.58,2.32,3.82,5.27,9153539CD984F3A0D06C2ABD5A90BAEF21DA9EF3
萌新曲,,7bc7 (Nijiiro no Hana - shrado),Nijiiro no Hana - Chroma[shrado],,,57.607,,,,,1.24,,,3D7FB0986F9E748B4726F0666A03743670842764
萌新曲,,7bcb (PADORU  PADORU - simplymarvellous & TheRealZeroz),PADORU / PADORU - Turbo[simplymarvellous & TheRealZeroz],,,27.055,56.926,90.462,,,0.59,1.24,2.02,93E368A2AEB13864B03693420897B27659465CFD
萌新曲,,7c2c (Brain Specialist - Tseska & ExUnReal),Brain Specialist - The Quick Brown Fox[Tseska & ExUnReal],0,,120.882,312.804,383.773,0,,2.62,6.89,8.56,6188B01AB9C804653CF9537E7CDC54C5149A8795
萌新曲,,7c8 (BTH 4 - Come & Get It - mars),BTH 4 - Come & Get It - (Charted by M.Rappold)[Krewella],,,,,131.917,,,,,2.89,315924C64F57433C2157256662F67C2F3ECC0A57
萌新曲,,7c9 (BTH 4 - Countdown To Destination - mars),BTH 4 - Countdown To Destination - (Charted by M.Rappold)[Manuel],,,,,120.156,,,,,2.65,32D46D0837122896708C152A5E66215E496570BD
萌新曲,,7cb (BTH 4 - So Fabulous!! - mars),BTH 4 - So Fabulous!! - (Charted by M.Rappold)[Ryu* & Dai],,,,,146.599,,,,,3.22,F731E5AD48E6C938371039C9C7F84AF6AA6D9B5C
萌新曲,,7cc (BTH 4 - Elysium Plus - mars),BTH 4 - Elysium Plus - (Charted by M.Rappold[Scott Brown],,,,,145.228,,,,,3.4,60028EFC983EAB5E26243605CC113A4EF1EB97A3
萌新曲,,7cd (BTH 4 - SELFIE - mars),BTH 4 - SELFIE - (Charted by M.Rappold)[The Chainsmokers],,,,,115.516,,,,,2.53,B9C0F43ADEF34726CFAF86AEFF9196FB66786760
萌新曲,,7ced (For UltraPlayers - Mystikmol & Loloppe),For UltraPlayers - cosMo@BousouP[Mystikmol & Loloppe],,,121.105,222.662,325.596,,,2.64,4.93,7.27,F1D22EA0A91AE709E5CF7166D5AA556EF4537F01
萌新曲,,7d7 (The SlyFox and The Curious Cat - fefeland),The SlyFox and The Curious Cat - Stuck In Your Radio[FEFELAND],,,88.552,,,,,1.92,,,232961FEDF93A41616BF7767763E52C45A106D8F
萌新曲,,7e (Batshit - freeek),Batshit - Sofi Tukker[Freeek],0,31.561,0,0,,0,0.68,0,0,,2CD02101BE925DECF2C98DC3884FFCC7770ABE31
萌新曲,,7e44 (Show Me How - zilianthegreat),Show Me How - Men I Trust[zilianthegreat],,,99.068,,,,,2.13,,,9866736F2B0E55CEEEDE9F61839252D05103388B
萌新曲,,7e76 (220 - Kumano - Pug),220 - Kumano - saradisk[Pug],,,47.341,95.869,160.361,,,1.02,2.09,3.56,4BE275B24D15D93994DB0B86248D4015CD8B15ED
萌新曲,,7e8f (Quiet Water - Whiisper),Quiet Water - Toby Fox[Whiisper],3.522,,,,,0.07,,,,,4963752D07B806F9B0028D0015DC7E65BB74A1C8
萌新曲,,7f (G.O.M.D - freeek),G.O.M.D - Sickick[Freeek],18.638,0,0,0,,0.4,0,0,0,,A098FD424C66FEDF0ADE7E7B1926F1C834F36A52
萌新曲,,7f35 (New World - Kival Evan),New World - FELT[Kival Evan],54.116,91.988,141.5,225.166,320.814,1.16,1.99,3.08,5,7.14,B92ABFB912ED12CED131C9B798AE7D69800DF51B
萌新曲,,8016 (Twisted Drop Party - Depito & ExUnReal),Twisted Drop Party - t+pazolite & Getty[Depito & ExUnReal],0,73.964,176.237,254.223,360.442,0,1.59,3.84,5.6,8.1,9E6DEB75CA74B96497BC5EF0BB5B98EE5C0B7E69
萌新曲,,80a7 (Timelordz - Qwasyx),Timelordz - Renard[Qwasyx],,22.701,35.326,45.466,55.583,,0.49,0.77,0.99,1.23,3420D4808B47EB46344710F866557A55A48AE821
萌新曲,,81ab (Who's Got Your Love - Teuflum),Who's Got Your Love - Stonebank[Teuflum],,,,141.454,325.343,,,,3.12,7.26,C942D55EEA0CD73AA8F3508EF6EE4304B799C8EC
萌新曲,,81b4 (Cupid - shrado),Cupid - Jack Stauber[shrado],13.473,18.414,27.139,39.85,42.116,0.29,0.4,0.59,0.87,0.93,FCB234ACF54027FBF4678DDCD4764E3AC975A6F2
萌新曲,,833 (GHOST - freeek),GHOST - Jaden Smith (Ft Christian Rich)[Freeek],0,38.179,0,0,,0,0.99,0,0,,BA87C404AA17731570811FBCE5E1030036BAA8B2
萌新曲,,"8339 (Saufen morgens, mittags, abends - Various Mappers)","Saufen morgens, mittags, abends - Ingo ohne Flamingo[Various Mappers]",41.998,58.575,74.178,131.753,235.405,0.9,1.26,1.6,2.86,5.18,36D0DB44E6528BD956D4A473D886433510D1BE26
萌新曲,,842 (Everybody Wants To Rule The World - todokete),Everybody Wants To Rule The World - by Tears for Fears[Todokete],,0,0,0,,,1.08,1.55,1.96,,0FC89825A74B83C01F7ED763DD7C65769047695D
萌新曲,,847b (Delightful Introduction - xScaramouche),Delightful Introduction - Deathpact[xScaramouche],0.512,0.512,0.604,0.693,0.786,0.01,0.01,0.01,0.01,0.02,567859C06D0D010987875E2579E08899331F73CC
萌新曲,,849a (Sandstorm - Skyler Wallace),Sandstorm - Darude[Skyler Wallace],41.447,65.876,93.052,192.759,268.535,0.89,1.42,2.01,4.2,5.95,580EB7D1614A35D192722F748400C9896AC9527D
萌新曲,,858 (citrus - mystikmol),citrus - Chart by Mystikmol[kamome sano],35.486,60.145,,0,0,0.76,1.3,,0,0,884E2D9A82F5675DE7C3FA35199EBF24C4F15D23
萌新曲,,8593 (Dogbass - Halcyon12),Dogbass - Toby Fox[Halcyon12],0.955,1.158,1.369,1.578,1.774,0.02,0.02,0.03,0.03,0.04,38B615ABA9F6BC3F9DEF38097C5620B9391160A1
萌新曲,,860 (Wake Me Up When September Ends - downycat),Wake Me Up When September Ends - Green Day[DownyCat],,44.108,0,0,,,0.95,0,0,,D0457C1DEE4A78F5496C3B282F8B834EC45F75A8
萌新曲,,86af (Chocolate Lily - xScaramouche),Chocolate Lily - Kobaryo[xScaramouche],,,175.671,333.501,450.965,,,3.84,7.37,10.71,018ACAAD1EC1E13BD9E428A19E41C844AA05B9DA
萌新曲,,873f (Fire Blazing - Teuflum),Fire Blazing - Dropgun[Teuflum],,,90.545,148.508,336.371,,,1.96,3.25,7.47,714F0C1CDF53C41083FCD357B6E995C2F6A8FA6C
萌新曲,,877 (A New Frontier - edzo),A New Frontier - VA-11 HALL-A[Edzo],,,,131.914,,,,,2.89,,A1A5531F5A7C57D69DD694BE0497E06253AF8305
萌新曲,,881 (Hyadain no Kakata Katamoi-C - todokete),Hyadain no Kakata Katamoi-C - (Nichijou OP1) by Hyadain[Todokete],,68.03,0,143.254,149.354,,1.47,0,3.2,3.33,CA8C59E8DD196F841C3934D2BFBFA2CA43AEAD94
萌新曲,,8822 (First Storm - Uninstaller),First Storm - DECO*27[Uninstaller],0,,81.306,158.669,331.616,0,,1.75,3.45,7.37,2A54ED06EA0A194A4A897D73F414F5FFAC42EDDE
萌新曲,,"8894 (Daisuki, Evolution - Foxy Boi & Skeelie)","Daisuki, Evolution - Minazuki Airi with Atsushi[Foxy Boi & Skeelie]",,,148.955,224.763,306.416,,,3.22,4.95,6.77,092453D3707C8EBDEC45BE1023AA8AF4F4868234
萌新曲,,89b (Armada - rinkusenpai),Armada - Skies of Arcadia OST[RinkuSenpai],,65.655,,,,,1.42,,,,A79E0B6CBDF1FA11473802188C1D70EA4AC5BF0E
萌新曲,,8a1 (Qubism - moriik),Qubism - Chart by Moriik[Hate vs Brilliance],,,88.191,0,0,,,2.02,0,0,0942A4CCAA61989A330F5CAB9F3C314FDAE15609
萌新曲,,8aa2 (L'Ultima Cena - Awagi),L'Ultima Cena - Laur[Awagi],43.46,57.58,104.281,148.286,308.87,0.93,1.24,2.26,3.25,6.87,40097F7ED852D6886F6EBCFEEFE42AC2F1AF0958
萌新曲,,8ac (Lonely Departure - shadowlord723),Lonely Departure - Chroma[shadowlord723],58.78,,0,0,,1.31,,0,0,,9DAB46C9D19CB11F896C577C37AA4A99F33C057D
萌新曲,,8bc (Blood Sugar - rustic),Blood Sugar - Knife Party Remix[Rustic],,31.654,52.858,90.203,,,0.68,1.14,1.99,,40D956A3CF8AEA0FA87871791E449A8F4874176C
萌新曲,,8c0a (BLACK LABEL - Yun0),BLACK LABEL - C-Show vs. DJ Genki[Yun0],,77.314,108.038,179.385,320.08,,1.67,2.34,3.94,7.12,2D219A8890585F457ABB018DA09451B08CD98495
萌新曲,,8c1 (Liberation - awfulnaut),Liberation - Harold van Lennep[Awfulnaut],,,,,119.411,,,,,2.64,E95E6B02DA5D37AF7864637DCA17E1B0D40DBBDB
萌新曲,,8d89 (Meowchine - CyanSnow),Meowchine - Azazal & MachineDoll[CyanSnow],54.308,83.852,118.396,215.632,241.953,1.17,1.81,2.57,4.7,5.36,24A148CDF2192F7A4F10A265B70E5C0DEB6424E9
萌新曲,,8dd (Tieduprightnow - ruckus),Tieduprightnow - Parcels[Ruckus],,67.736,,0,,,1.46,,0,,BFE26DD52BCFDFA695D07F055889B7A12194855E
萌新曲,,8e59 (Killer Whales - Qwasyx),Killer Whales - Weebl's Stuff[Qwasyx],37.514,58.085,75.134,117.919,209.712,0.8,1.25,1.63,2.56,4.62,2141555123B51FBA6BB83BE2725491DBCDDEF628
萌新曲,,8eb6 (All Night - Teuflum),All Night - Stonebank[Teuflum],43.892,61.086,98.469,150.295,298.994,0.94,1.31,2.14,3.31,6.65,BE49148059822B60C9AC0E7883B5F3534225A35F
萌新曲,,8f88 (WHITEOUT - muffn & DE125 & Mystikmol),WHITEOUT - Kaneko Chiharu[muffn & DE125 & Mystikmol],,172.044,288.673,404.745,0,,3.75,6.43,9.16,0,4FDA03A18F72C76A94F14FB08CA2088E4990BCD3
萌新曲,,8fe5 (Carol of the Bells - Skeelie),Carol of the Bells - August Burns Red[Skeelie],,,121.095,221.955,362.163,,,2.64,4.86,8.09,C802AEC7EA699A24800712DCE2486791AC0880E3
萌新曲,,9 (Take On Me - jackscape),Take On Me - [a-ha],,,,70.853,,,,,1.55,,2AA1F5192828E075C30DD015B1E132BBA912EB86
萌新曲,,900 (Limbo - ayewyn),Limbo - Daddy Yankee[Ayewyn],44.112,0,0,0,,0.95,0,0,0,,2738E2374B821B6AA9839F128A70CAAE8333CB1C
萌新曲,,906e (Lonely - xScaramouche),Lonely - REZZ[xScaramouche],0,0,59.552,85.18,152.996,0,0,1.28,1.84,3.33,A09133282A30E0F74D9527DE92DA4D5F7778F68D
萌新曲,,90f (BTH 5 - Take Me High - mars),BTH 5 - Take Me High - (Charted by M.Rappold)[Omegatypez (Kutski & Gammer Remix)],,,,,89.4,,,,,2.4,D9D103EC2CBFC1D4CC229A9D118AEA286850039A
萌新曲,,910 (BTH 5 - How To Save A Life - mars),BTH 5 - How To Save A Life - (Charted by M.Rappold)[The Fray (Gammer Remix)],,,,,155.256,,,,,3.41,21932091E575643F8A2E641757CE320284A53EB0
萌新曲,,92ba (KISS OF DEATH - Scrappy),KISS OF DEATH - Mika Nakashima[Scrappy],,,,122.974,297.259,,,,2.68,6.51,ECADB8F66CEDAF7501167FB69A54E47183D39EE5
萌新曲,,948a (Kill The Beat - simplymarvellous),Kill The Beat - lapix[simplymarvellous],,,151.156,190.515,311.226,,,3.29,4.17,6.9,5183C321719C2B93FCA26AA2EF0463F2E22FE9F5
萌新曲,,94c (Swiggity - ruckus),Swiggity - IZECOLD[Ruckus],,53.714,71.291,120.463,0,,1.55,1.99,3.23,0,3B6FA2F63B901F2407C676443B0A8896213ED387
萌新曲,,"97d0 (Adieu, to this Lively Graveyard - Various Mappers)","Adieu, to this Lively Graveyard - Stack Bros.[Various Mappers]",,,95.46,,,,,2.06,,,6BAB712A09D31AB568F27C5E8C0FCB1651DA40F5
萌新曲,,9921 (4. Home Depot TV Theme Song - Burchase),4. Home Depot TV Theme Song - Rory Doggett[Burchase],,,60.762,72.587,79.661,,,1.31,1.6,1.75,3F1DACFB11BAE00B17C9F576F07EB77E3148A029
萌新曲,,995 (Energy Drink - moriik),Energy Drink - Chart By Moriik[Virtual Riot],,49.19,79.08,0,,,1.06,1.72,0,,F4A7B0335869E42FF6A2FA82D2A527B0E6BC0C73
萌新曲,,995e (VECTLEGGENDARIA - Vilawes),VECTLEGGENDARIA - Rotteen[Vilawes],,,161.904,335.549,487.347,,,3.55,7.42,11.06,1C09E823E2B9720E573EA46C53C62EDAAAD51665
萌新曲,,996f (Weapon - ExUnReal),Weapon - Grant[ExUnReal],0,,,190.534,327.142,0,,,4.18,7.25,B599483C0C01992DAD3C93BE6CF40644E54227C6
萌新曲,,9b0 (Alpha - arguyle),Alpha - [Sick Individuals Sagan],,,,87.712,,,,,1.91,,1CB91E8E0A5B04484B04C773B24E8484D0AE766D
萌新曲,,9b01 (ouroVoros - Vilawes),ouroVoros - Negentropy(Team Grimoire)[Vilawes],,,112.966,196.621,366.945,,,2.45,4.35,8.21,55A2C1D457568C55AA06B3B3FC5BE614A1FB3990
萌新曲,,9b31 (Sankaku - Skeelie),Sankaku - appy[Skeelie],,,105.237,164.478,273.067,,,2.28,3.6,6.04,84D312AB353BD305E85D7D330A5B02C3FBF059FD
萌新曲,,9bab (Sad Spring - Scrappy),Sad Spring - Draw The Emotional & Foreground Eclipse[Scrappy],52.986,64.562,130.471,226.031,348.232,1.13,1.39,2.83,4.96,7.81,83799EA6C53ACB1EF0ADF4E79DA70AD789176896
萌新曲,,9c0d (Kinman - eZconfirmed),Kinman - Kenichiro Ohishi[eZconfirmed],,,58.359,81.213,157.755,,,1.26,1.77,3.46,4F91AD60D9D30DB4393E9CB37DD0799CCF722A39
萌新曲,,9c17 (Nanamori - Depito & ExUnReal),Nanamori - Kotori[Depito & ExUnReal],0,,173.609,235.379,390.906,0,,3.78,5.19,8.69,558FD3C73D5F7E5BBBF1616760E099EBCFD75903
萌新曲,,9c9 (The Final Countdown - reborn),The Final Countdown - Europe[Reborn],,44.403,0,0,,,0.96,0,0,,5973AA025C3835D6C23E5153D688E9DB9E8F3B56
萌新曲,,9d0 (Fake Love - bennydabeast),Fake Love - BTS[BennyDaBeast],,,81.175,124.844,,,,1.78,2.76,,865989367D940D9964CC158CAC54768676176EA4
萌新曲,,9d7 (Back in Black - freeek),Back in Black - AC/DC[Freeek],23.661,52.147,79.581,0,,0.51,1.12,1.73,0,,8AF82A87167070A08EC63DBA0459C829C2954067
萌新曲,,9f1 (Yeah! - Krist0x),Yeah! - Usher[Krist0x],45.482,57.753,0,119.952,,0.98,1.25,0,2.63,,D3C406D7683B588BC53E6D74A08311D75A243596
萌新曲,,a063 (Weeble Wobble VIP - +1 Rabbit),Weeble Wobble VIP - Eliminate[+1 Rabbit],,,134.593,247.505,341.574,,,2.92,5.44,7.59,6F6566885D6FBFF5164DC8AD785A9F25DC8DA2DF
萌新曲,,a460 (Takoyaki - Vilawes),Takoyaki - Ultra Vomit[Vilawes],,,154.839,294.111,403.479,,,3.37,6.48,8.98,92BAA4CE632807E5834D084954B1D726CEF29ED4
萌新曲,,a49b (Hold Angel - Rogdude),Hold Angel - you[Rogdude],0,0,167.676,363.774,489.253,0,0,3.64,8.07,11.06,805220F74ECB8FFFD9930ABCF4AB601E90E5751E
萌新曲,,a544 (G4M3-0V3R - shrado & abcbadq),G4M3-0V3R - Kobaryo[shrado & abcbadq],,133.25,202.819,384.232,436.092,,2.9,4.46,8.68,10.32,3FFA62BD196370D7CD0AD9817EFB11D5633706D9
萌新曲,,a59 (In My Heart - mystikmol),In My Heart - Chart by Mystikmol[Tsukasa ft. Misato],0,53.461,65.699,93.162,,0,1.16,1.42,2.03,,E22094588461C49EEC3A0F4B7AABF7EA21FC8EC5
萌新曲,,a76 (HE4VEN - mystikmol),HE4VEN  - Chart by Mystikmol[kamome sano electric orchestra],0,,0,192.783,0,0,,0,4.61,0,8851ADD15E0FFA4818EE033CCC92DE6CE133DEC4
萌新曲,,a79 (Boku no Pico - squeaksies),Boku no Pico - Opening Theme[???],,,,111.842,,,,,2.45,,1DFE69E34C2F5B778FD807689249E8F1454CC79C
萌新曲,,a951 (CANDYYYLAND - Animinay),CANDYYYLAND - tofubeats[Animinay],,89.922,127.434,307.705,362.812,,1.94,2.77,6.81,8.11,1D10B6B5A6FF9007621716C04389D63458420929
萌新曲,,acf (EC2 - Still Waiting - rustic),EC2 - Still Waiting - Prototyperaptor[Rustic],,,54.967,91.5,,,,1.18,1.99,,32AE684F553E7FA90D1E5325BD54581C0AFD37FA
萌新曲,,ae (Do It Again - daedalus1134),Do It Again - [Holy Ghost],,,55.65,,,,,1.2,,,F8FAAC8D332EB77B698A9BF284140C36216A14B7
萌新曲,,b (Believer - rustic),Believer - Imagine Dragons[Rustic],,,,66.594,,,,,1.44,,19F2879D11A91B51A5C090D63471C3E8D9B7AEE3
萌新曲,,bc3 (Crack Traxxxx - mystikmol),Crack Traxxxx - Chart by Mystikmol[Lite Show Magic],38.247,52.505,130.79,,0,0.82,1.13,2.85,,0,21E16FE469294EE8E9741CB3BD1C5AC09A9B1961
